400,450,500,550,600,650,700,750,800,850,900,950,1000,
200,250,300,350,400,,,,,,,,,
9,12,14,16,19,22,,,,,,,,
12,16,19,22,25,28,32,36,40,,,,,
350,400,450,500,550,600,650,700,750,800,850,900,950,1000
12,16,19,22,25,28,32,36,38,40,,,,
350,400,450,500,550,600,650,700,750,800,850,900,950,1000
12,16,19,22,25,28,32,36,38,40,,,,
